what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1367648291966
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1367648291967
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1367648291977
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 5-1]', --device=1, --instance=1, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1367648292950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367648296732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367648338159
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1367648338185
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1367648338320
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1367648342005
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367648351714
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1367648353003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367648356189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367648361833
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1367648365261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367648365632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367648367223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367648368499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367648396574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367648402486
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1367648403280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367648403295
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1367648404088
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1367648404329
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 5-1]', --device=1, --instance=1, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1367648405369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367648518528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367649055262
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1367649055281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367649056805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367649062509
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1367649062547
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1367649063383
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1367649063718
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 5-1]', --device=1, --instance=1, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1367649064643
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1367649097835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367649158889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367654327085
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1367654327138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367654337995
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1367660744710
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367660744793
